tool	parameters	description	errors_05	errors_10	errors_15	errors_20	total_errors
HyPo	-m 9 -x 0 -g -3 -n 0 -q 7	random	59	38	6	4	107
HyPo	-m 6 -x -4 -g -12 -n 39 -q 41	mutated	58	39	1	4	102
NextPolish	-min_map_quality 0 -max_ins_fold_sgs 5 -max_clip_ratio_sgs 0.15 -trim_len_edge 2 -ext_len_edge 2 -indel_balance_factor_sgs 0.5 -min_count_ratio_skip 0.8 -max_len_kmer 50 -min_len_inter_kmer 5 -max_count_kmer 50	defaults	879	63	18	0	960
NextPolish	-min_map_quality 47 -max_ins_fold_sgs 13 -max_clip_ratio_sgs 0.09 -trim_len_edge 19 -ext_len_edge 11 -indel_balance_factor_sgs 0.28 -min_count_ratio_skip 0.85 -max_len_kmer 59 -min_len_inter_kmer 3 -max_count_kmer 19	random	904	82	22	5	1013
NextPolish	-min_map_quality 0 -max_ins_fold_sgs 5 -max_clip_ratio_sgs 0.15 -trim_len_edge 2 -ext_len_edge 1 -indel_balance_factor_sgs 0.5 -min_count_ratio_skip 0.8 -max_len_kmer 50 -min_len_inter_kmer 5 -max_count_kmer 50	mutated	879	63	18	0	960
NextPolish	-min_map_quality 8 -max_ins_fold_sgs 5 -max_clip_ratio_sgs 0.0 -trim_len_edge 0 -ext_len_edge 18 -indel_balance_factor_sgs 0.35 -min_count_ratio_skip 0.38 -max_len_kmer 39 -min_len_inter_kmer 3 -max_count_kmer 98	random	569	24	8	0	601
NextPolish	-min_map_quality 8 -max_ins_fold_sgs 5 -max_clip_ratio_sgs 0.0 -trim_len_edge 0 -ext_len_edge 18 -indel_balance_factor_sgs 0.42 -min_count_ratio_skip 0.38 -max_len_kmer 39 -min_len_inter_kmer 3 -max_count_kmer 98	mutated	569	24	8	0	601
NextPolish	-min_map_quality 56 -max_ins_fold_sgs 6 -max_clip_ratio_sgs 0.19 -trim_len_edge 1 -ext_len_edge 0 -indel_balance_factor_sgs 0.25 -min_count_ratio_skip 0.85 -max_len_kmer 52 -min_len_inter_kmer 7 -max_count_kmer 24	random	931	78	21	3	1033
NextPolish	-min_map_quality 8 -max_ins_fold_sgs 5 -max_clip_ratio_sgs 0.0 -trim_len_edge 0 -ext_len_edge 18 -indel_balance_factor_sgs 0.42 -min_count_ratio_skip 0.38 -max_len_kmer 39 -min_len_inter_kmer 3 -max_count_kmer 92	mutated	569	24	8	0	601
NextPolish	-min_map_quality 28 -max_ins_fold_sgs 3 -max_clip_ratio_sgs 0.84 -trim_len_edge 15 -ext_len_edge 1 -indel_balance_factor_sgs 0.62 -min_count_ratio_skip 0.81 -max_len_kmer 37 -min_len_inter_kmer 2 -max_count_kmer 33	random	902	82	18	3	1005
NextPolish	-min_map_quality 37 -max_ins_fold_sgs 7 -max_clip_ratio_sgs 0.01 -trim_len_edge 1 -ext_len_edge 1 -indel_balance_factor_sgs 0.98 -min_count_ratio_skip 0.83 -max_len_kmer 25 -min_len_inter_kmer 10 -max_count_kmer 63	random	910	71	20	0	1001
NextPolish	-min_map_quality 25 -max_ins_fold_sgs 4 -max_clip_ratio_sgs 0.49 -trim_len_edge 18 -ext_len_edge 1 -indel_balance_factor_sgs 0.24 -min_count_ratio_skip 0.76 -max_len_kmer 84 -min_len_inter_kmer 9 -max_count_kmer 59	random	901	79	21	5	1006
NextPolish	-min_map_quality 16 -max_ins_fold_sgs 5 -max_clip_ratio_sgs 0.0 -trim_len_edge 0 -ext_len_edge 20 -indel_balance_factor_sgs 0.42 -min_count_ratio_skip 0.35 -max_len_kmer 39 -min_len_inter_kmer 3 -max_count_kmer 92	mutated	569	24	8	0	601
NextPolish	-min_map_quality 37 -max_ins_fold_sgs 3 -max_clip_ratio_sgs 0.0 -trim_len_edge 1 -ext_len_edge 0 -indel_balance_factor_sgs 0.11 -min_count_ratio_skip 0.76 -max_len_kmer 73 -min_len_inter_kmer 6 -max_count_kmer 28	random	870	62	17	0	949
NextPolish	-min_map_quality 9 -max_ins_fold_sgs 16 -max_clip_ratio_sgs 0.03 -trim_len_edge 14 -ext_len_edge 12 -indel_balance_factor_sgs 0.35 -min_count_ratio_skip 0.67 -max_len_kmer 55 -min_len_inter_kmer 5 -max_count_kmer 25	random	854	73	19	0	946
NextPolish	-min_map_quality 16 -max_ins_fold_sgs 5 -max_clip_ratio_sgs 0.02 -trim_len_edge 0 -ext_len_edge 20 -indel_balance_factor_sgs 0.41 -min_count_ratio_skip 0.33 -max_len_kmer 39 -min_len_inter_kmer 3 -max_count_kmer 92	mutated	564	24	8	0	596
NextPolish	-min_map_quality 45 -max_ins_fold_sgs 1 -max_clip_ratio_sgs 0.86 -trim_len_edge 0 -ext_len_edge 0 -indel_balance_factor_sgs 0.98 -min_count_ratio_skip 0.18 -max_len_kmer 86 -min_len_inter_kmer 7 -max_count_kmer 88	random	566	24	8	0	598
NextPolish	-min_map_quality 58 -max_ins_fold_sgs 13 -max_clip_ratio_sgs 0.04 -trim_len_edge 0 -ext_len_edge 2 -indel_balance_factor_sgs 0.26 -min_count_ratio_skip 0.92 -max_len_kmer 73 -min_len_inter_kmer 5 -max_count_kmer 4	random	957	91	22	3	1073
NextPolish	-min_map_quality 16 -max_ins_fold_sgs 5 -max_clip_ratio_sgs 0.02 -trim_len_edge 0 -ext_len_edge 20 -indel_balance_factor_sgs 0.41 -min_count_ratio_skip 0.33 -max_len_kmer 31 -min_len_inter_kmer 3 -max_count_kmer 92	mutated	564	24	8	0	596
NextPolish	-min_map_quality 53 -max_ins_fold_sgs 1 -max_clip_ratio_sgs 0.27 -trim_len_edge 20 -ext_len_edge 3 -indel_balance_factor_sgs 0.4 -min_count_ratio_skip 0.69 -max_len_kmer 35 -min_len_inter_kmer 7 -max_count_kmer 15	random	867	71	22	1	961
NextPolish	-min_map_quality 16 -max_ins_fold_sgs 5 -max_clip_ratio_sgs 0.02 -trim_len_edge 0 -ext_len_edge 20 -indel_balance_factor_sgs 0.36 -min_count_ratio_skip 0.33 -max_len_kmer 30 -min_len_inter_kmer 3 -max_count_kmer 92	mutated	564	24	8	0	596
NextPolish	-min_map_quality 39 -max_ins_fold_sgs 1 -max_clip_ratio_sgs 0.02 -trim_len_edge 4 -ext_len_edge 6 -indel_balance_factor_sgs 0.36 -min_count_ratio_skip 0.8 -max_len_kmer 41 -min_len_inter_kmer 6 -max_count_kmer 57	random	896	68	23	0	987
NextPolish	-min_map_quality 16 -max_ins_fold_sgs 5 -max_clip_ratio_sgs 0.0 -trim_len_edge 0 -ext_len_edge 20 -indel_balance_factor_sgs 0.36 -min_count_ratio_skip 0.33 -max_len_kmer 30 -min_len_inter_kmer 3 -max_count_kmer 92	mutated	564	24	8	0	596
NextPolish	-min_map_quality 3 -max_ins_fold_sgs 15 -max_clip_ratio_sgs 0.65 -trim_len_edge 2 -ext_len_edge 8 -indel_balance_factor_sgs 0.44 -min_count_ratio_skip 0.95 -max_len_kmer 93 -min_len_inter_kmer 10 -max_count_kmer 89	random	945	89	21	3	1058
NextPolish	-min_map_quality 7 -max_ins_fold_sgs 5 -max_clip_ratio_sgs 0.0 -trim_len_edge 0 -ext_len_edge 20 -indel_balance_factor_sgs 0.36 -min_count_ratio_skip 0.33 -max_len_kmer 30 -min_len_inter_kmer 3 -max_count_kmer 92	mutated	564	24	8	0	596
NextPolish	-min_map_quality 47 -max_ins_fold_sgs 3 -max_clip_ratio_sgs 0.04 -trim_len_edge 10 -ext_len_edge 21 -indel_balance_factor_sgs 0.79 -min_count_ratio_skip 0.91 -max_len_kmer 28 -min_len_inter_kmer 2 -max_count_kmer 29	random	917	80	19	3	1019
NextPolish	-min_map_quality 8 -max_ins_fold_sgs 14 -max_clip_ratio_sgs 0.08 -trim_len_edge 7 -ext_len_edge 6 -indel_balance_factor_sgs 0.79 -min_count_ratio_skip 0.74 -max_len_kmer 14 -min_len_inter_kmer 7 -max_count_kmer 81	random	857	59	21	0	937
NextPolish	-min_map_quality 7 -max_ins_fold_sgs 5 -max_clip_ratio_sgs 0.0 -trim_len_edge 2 -ext_len_edge 20 -indel_balance_factor_sgs 0.4 -min_count_ratio_skip 0.33 -max_len_kmer 30 -min_len_inter_kmer 3 -max_count_kmer 92	mutated	602	25	11	0	638
NextPolish	-min_map_quality 26 -max_ins_fold_sgs 3 -max_clip_ratio_sgs 0.29 -trim_len_edge 2 -ext_len_edge 2 -indel_balance_factor_sgs 0.12 -min_count_ratio_skip 0.41 -max_len_kmer 91 -min_len_inter_kmer 4 -max_count_kmer 80	random	603	25	11	0	639
NextPolish	-min_map_quality 6 -max_ins_fold_sgs 4 -max_clip_ratio_sgs 0.0 -trim_len_edge 0 -ext_len_edge 20 -indel_balance_factor_sgs 0.29 -min_count_ratio_skip 0.33 -max_len_kmer 30 -min_len_inter_kmer 2 -max_count_kmer 92	mutated	564	24	8	0	596
NextPolish	-min_map_quality 49 -max_ins_fold_sgs 8 -max_clip_ratio_sgs 0.1 -trim_len_edge 17 -ext_len_edge 10 -indel_balance_factor_sgs 0.29 -min_count_ratio_skip 0.63 -max_len_kmer 41 -min_len_inter_kmer 9 -max_count_kmer 68	random	745	57	14	1	817
NextPolish	-min_map_quality 5 -max_ins_fold_sgs 4 -max_clip_ratio_sgs 0.0 -trim_len_edge 0 -ext_len_edge 19 -indel_balance_factor_sgs 0.29 -min_count_ratio_skip 0.33 -max_len_kmer 30 -min_len_inter_kmer 1 -max_count_kmer 92	mutated	564	24	8	0	596
NextPolish	-min_map_quality 7 -max_ins_fold_sgs 8 -max_clip_ratio_sgs 0.14 -trim_len_edge 0 -ext_len_edge 1 -indel_balance_factor_sgs 0.56 -min_count_ratio_skip 0.84 -max_len_kmer 40 -min_len_inter_kmer 7 -max_count_kmer 16	random	936	78	20	3	1037
NextPolish	-min_map_quality 5 -max_ins_fold_sgs 4 -max_clip_ratio_sgs 0.0 -trim_len_edge 1 -ext_len_edge 19 -indel_balance_factor_sgs 0.29 -min_count_ratio_skip 0.33 -max_len_kmer 30 -min_len_inter_kmer 1 -max_count_kmer 90	mutated	586	23	9	0	618
NextPolish	-min_map_quality 23 -max_ins_fold_sgs 4 -max_clip_ratio_sgs 0.09 -trim_len_edge 18 -ext_len_edge 21 -indel_balance_factor_sgs 0.24 -min_count_ratio_skip 0.94 -max_len_kmer 92 -min_len_inter_kmer 10 -max_count_kmer 55	random	915	82	21	5	1023
NextPolish	-min_map_quality 5 -max_ins_fold_sgs 4 -max_clip_ratio_sgs 0.08 -trim_len_edge 0 -ext_len_edge 21 -indel_balance_factor_sgs 0.29 -min_count_ratio_skip 0.33 -max_len_kmer 30 -min_len_inter_kmer 1 -max_count_kmer 92	mutated	564	24	8	0	596
NextPolish	-min_map_quality 5 -max_ins_fold_sgs 1 -max_clip_ratio_sgs 0.89 -trim_len_edge 11 -ext_len_edge 16 -indel_balance_factor_sgs 0.73 -min_count_ratio_skip 0.96 -max_len_kmer 42 -min_len_inter_kmer 4 -max_count_kmer 75	random	913	76	20	3	1012
NextPolish	-min_map_quality 3 -max_ins_fold_sgs 4 -max_clip_ratio_sgs 0.16 -trim_len_edge 0 -ext_len_edge 21 -indel_balance_factor_sgs 0.29 -min_count_ratio_skip 0.33 -max_len_kmer 30 -min_len_inter_kmer 1 -max_count_kmer 97	mutated	564	24	8	0	596
NextPolish	-min_map_quality 11 -max_ins_fold_sgs 3 -max_clip_ratio_sgs 0.0 -trim_len_edge 0 -ext_len_edge 1 -indel_balance_factor_sgs 0.0 -min_count_ratio_skip 0.64 -max_len_kmer 28 -min_len_inter_kmer 6 -max_count_kmer 86	random	575	25	11	0	611
NextPolish	-min_map_quality 3 -max_ins_fold_sgs 4 -max_clip_ratio_sgs 0.19 -trim_len_edge 0 -ext_len_edge 21 -indel_balance_factor_sgs 0.29 -min_count_ratio_skip 0.25 -max_len_kmer 30 -min_len_inter_kmer 1 -max_count_kmer 97	mutated	566	24	8	0	598
NextPolish	-min_map_quality 22 -max_ins_fold_sgs 3 -max_clip_ratio_sgs 0.04 -trim_len_edge 8 -ext_len_edge 0 -indel_balance_factor_sgs 0.8 -min_count_ratio_skip 0.72 -max_len_kmer 100 -min_len_inter_kmer 1 -max_count_kmer 83	random	851	59	17	0	927
NextPolish	-min_map_quality 3 -max_ins_fold_sgs 4 -max_clip_ratio_sgs 0.16 -trim_len_edge 1 -ext_len_edge 21 -indel_balance_factor_sgs 0.32 -min_count_ratio_skip 0.33 -max_len_kmer 30 -min_len_inter_kmer 1 -max_count_kmer 97	mutated	586	23	9	0	618
NextPolish	-min_map_quality 3 -max_ins_fold_sgs 6 -max_clip_ratio_sgs 0.68 -trim_len_edge 8 -ext_len_edge 8 -indel_balance_factor_sgs 0.76 -min_count_ratio_skip 0.94 -max_len_kmer 77 -min_len_inter_kmer 2 -max_count_kmer 55	random	920	81	18	3	1022
NextPolish	-min_map_quality 8 -max_ins_fold_sgs 16 -max_clip_ratio_sgs 0.52 -trim_len_edge 0 -ext_len_edge 6 -indel_balance_factor_sgs 0.04 -min_count_ratio_skip 0.63 -max_len_kmer 48 -min_len_inter_kmer 4 -max_count_kmer 36	random	575	25	11	0	611
NextPolish	-min_map_quality 3 -max_ins_fold_sgs 4 -max_clip_ratio_sgs 0.16 -trim_len_edge 0 -ext_len_edge 21 -indel_balance_factor_sgs 0.29 -min_count_ratio_skip 0.28 -max_len_kmer 30 -min_len_inter_kmer 1 -max_count_kmer 97	mutated	564	24	8	0	596
NextPolish	-min_map_quality 46 -max_ins_fold_sgs 7 -max_clip_ratio_sgs 0.03 -trim_len_edge 7 -ext_len_edge 0 -indel_balance_factor_sgs 0.39 -min_count_ratio_skip 0.91 -max_len_kmer 33 -min_len_inter_kmer 6 -max_count_kmer 3	random	928	84	22	3	1037
NextPolish	-min_map_quality 13 -max_ins_fold_sgs 2 -max_clip_ratio_sgs 0.16 -trim_len_edge 0 -ext_len_edge 21 -indel_balance_factor_sgs 0.29 -min_count_ratio_skip 0.28 -max_len_kmer 30 -min_len_inter_kmer 1 -max_count_kmer 97	mutated	564	24	8	0	596
NextPolish	-min_map_quality 47 -max_ins_fold_sgs 13 -max_clip_ratio_sgs 0.3 -trim_len_edge 10 -ext_len_edge 0 -indel_balance_factor_sgs 0.35 -min_count_ratio_skip 0.9 -max_len_kmer 62 -min_len_inter_kmer 2 -max_count_kmer 38	random	917	80	19	3	1019
NextPolish	-min_map_quality 50 -max_ins_fold_sgs 14 -max_clip_ratio_sgs 0.26 -trim_len_edge 22 -ext_len_edge 10 -indel_balance_factor_sgs 0.61 -min_count_ratio_skip 0.32 -max_len_kmer 11 -min_len_inter_kmer 5 -max_count_kmer 37	random	1347	238	66	18	1669
NextPolish	-min_map_quality 13 -max_ins_fold_sgs 2 -max_clip_ratio_sgs 0.16 -trim_len_edge 0 -ext_len_edge 21 -indel_balance_factor_sgs 0.19 -min_count_ratio_skip 0.28 -max_len_kmer 30 -min_len_inter_kmer 1 -max_count_kmer 97	mutated	564	24	8	0	596
NextPolish	-min_map_quality 15 -max_ins_fold_sgs 11 -max_clip_ratio_sgs 0.06 -trim_len_edge 24 -ext_len_edge 9 -indel_balance_factor_sgs 0.97 -min_count_ratio_skip 0.94 -max_len_kmer 89 -min_len_inter_kmer 10 -max_count_kmer 66	random	907	86	22	3	1018
NextPolish	-min_map_quality 4 -max_ins_fold_sgs 5 -max_clip_ratio_sgs 0.01 -trim_len_edge 22 -ext_len_edge 22 -indel_balance_factor_sgs 0.83 -min_count_ratio_skip 0.81 -max_len_kmer 69 -min_len_inter_kmer 5 -max_count_kmer 36	random	889	83	22	4	998
NextPolish	-min_map_quality 6 -max_ins_fold_sgs 2 -max_clip_ratio_sgs 0.16 -trim_len_edge 0 -ext_len_edge 21 -indel_balance_factor_sgs 0.19 -min_count_ratio_skip 0.28 -max_len_kmer 30 -min_len_inter_kmer 1 -max_count_kmer 97	mutated	564	24	8	0	596
NextPolish	-min_map_quality 1 -max_ins_fold_sgs 12 -max_clip_ratio_sgs 0.16 -trim_len_edge 10 -ext_len_edge 2 -indel_balance_factor_sgs 0.07 -min_count_ratio_skip 0.56 -max_len_kmer 19 -min_len_inter_kmer 2 -max_count_kmer 39	random	694	36	15	0	745
NextPolish	-min_map_quality 6 -max_ins_fold_sgs 2 -max_clip_ratio_sgs 0.21 -trim_len_edge 0 -ext_len_edge 21 -indel_balance_factor_sgs 0.19 -min_count_ratio_skip 0.28 -max_len_kmer 30 -min_len_inter_kmer 1 -max_count_kmer 97	mutated	564	24	8	0	596
NextPolish	-min_map_quality 13 -max_ins_fold_sgs 13 -max_clip_ratio_sgs 0.03 -trim_len_edge 10 -ext_len_edge 4 -indel_balance_factor_sgs 0.47 -min_count_ratio_skip 0.06 -max_len_kmer 67 -min_len_inter_kmer 7 -max_count_kmer 53	random	852	72	24	0	948
NextPolish	-min_map_quality 13 -max_ins_fold_sgs 9 -max_clip_ratio_sgs 0.03 -trim_len_edge 3 -ext_len_edge 19 -indel_balance_factor_sgs 0.57 -min_count_ratio_skip 0.9 -max_len_kmer 78 -min_len_inter_kmer 8 -max_count_kmer 55	random	944	86	23	3	1056
NextPolish	-min_map_quality 6 -max_ins_fold_sgs 2 -max_clip_ratio_sgs 0.21 -trim_len_edge 0 -ext_len_edge 21 -indel_balance_factor_sgs 0.19 -min_count_ratio_skip 0.28 -max_len_kmer 30 -min_len_inter_kmer 2 -max_count_kmer 97	mutated	564	24	8	0	596
NextPolish	-min_map_quality 43 -max_ins_fold_sgs 15 -max_clip_ratio_sgs 0.01 -trim_len_edge 4 -ext_len_edge 5 -indel_balance_factor_sgs 0.45 -min_count_ratio_skip 0.62 -max_len_kmer 27 -min_len_inter_kmer 1 -max_count_kmer 8	random	657	34	16	0	707
NextPolish	-min_map_quality 6 -max_ins_fold_sgs 2 -max_clip_ratio_sgs 0.21 -trim_len_edge 0 -ext_len_edge 21 -indel_balance_factor_sgs 0.19 -min_count_ratio_skip 0.37 -max_len_kmer 30 -min_len_inter_kmer 1 -max_count_kmer 97	mutated	569	24	8	0	601
NextPolish	-min_map_quality 38 -max_ins_fold_sgs 13 -max_clip_ratio_sgs 0.13 -trim_len_edge 1 -ext_len_edge 14 -indel_balance_factor_sgs 0.36 -min_count_ratio_skip 0.92 -max_len_kmer 28 -min_len_inter_kmer 3 -max_count_kmer 18	random	946	89	21	3	1059
NextPolish	-min_map_quality 6 -max_ins_fold_sgs 2 -max_clip_ratio_sgs 0.21 -trim_len_edge 0 -ext_len_edge 21 -indel_balance_factor_sgs 0.11 -min_count_ratio_skip 0.24 -max_len_kmer 30 -min_len_inter_kmer 1 -max_count_kmer 97	mutated	566	24	8	0	598
NextPolish	-min_map_quality 20 -max_ins_fold_sgs 6 -max_clip_ratio_sgs 0.0 -trim_len_edge 14 -ext_len_edge 8 -indel_balance_factor_sgs 0.84 -min_count_ratio_skip 0.7 -max_len_kmer 25 -min_len_inter_kmer 8 -max_count_kmer 9	random	854	73	19	0	946
NextPolish	-min_map_quality 5 -max_ins_fold_sgs 2 -max_clip_ratio_sgs 0.21 -trim_len_edge 0 -ext_len_edge 21 -indel_balance_factor_sgs 0.19 -min_count_ratio_skip 0.28 -max_len_kmer 30 -min_len_inter_kmer 2 -max_count_kmer 97	mutated	564	24	8	0	596
NextPolish	-min_map_quality 35 -max_ins_fold_sgs 6 -max_clip_ratio_sgs 0.0 -trim_len_edge 0 -ext_len_edge 24 -indel_balance_factor_sgs 0.54 -min_count_ratio_skip 0.14 -max_len_kmer 81 -min_len_inter_kmer 4 -max_count_kmer 36	random	566	24	8	0	598
NextPolish	-min_map_quality 5 -max_ins_fold_sgs 2 -max_clip_ratio_sgs 0.21 -trim_len_edge 0 -ext_len_edge 21 -indel_balance_factor_sgs 0.24 -min_count_ratio_skip 0.28 -max_len_kmer 38 -min_len_inter_kmer 2 -max_count_kmer 97	mutated	564	24	8	0	596
NextPolish	-min_map_quality 59 -max_ins_fold_sgs 4 -max_clip_ratio_sgs 0.86 -trim_len_edge 5 -ext_len_edge 2 -indel_balance_factor_sgs 0.06 -min_count_ratio_skip 0.94 -max_len_kmer 40 -min_len_inter_kmer 4 -max_count_kmer 9	random	941	86	22	3	1052
NextPolish	-min_map_quality 5 -max_ins_fold_sgs 1 -max_clip_ratio_sgs 0.21 -trim_len_edge 0 -ext_len_edge 21 -indel_balance_factor_sgs 0.18 -min_count_ratio_skip 0.28 -max_len_kmer 38 -min_len_inter_kmer 2 -max_count_kmer 97	mutated	564	24	8	0	596
NextPolish	-min_map_quality 8 -max_ins_fold_sgs 3 -max_clip_ratio_sgs 0.15 -trim_len_edge 1 -ext_len_edge 0 -indel_balance_factor_sgs 0.89 -min_count_ratio_skip 0.98 -max_len_kmer 24 -min_len_inter_kmer 2 -max_count_kmer 71	random	946	89	21	4	1060
NextPolish	-min_map_quality 54 -max_ins_fold_sgs 2 -max_clip_ratio_sgs 0.02 -trim_len_edge 6 -ext_len_edge 0 -indel_balance_factor_sgs 0.19 -min_count_ratio_skip 0.61 -max_len_kmer 39 -min_len_inter_kmer 6 -max_count_kmer 36	random	683	38	16	0	737
NextPolish	-min_map_quality 7 -max_ins_fold_sgs 13 -max_clip_ratio_sgs 0.03 -trim_len_edge 15 -ext_len_edge 13 -indel_balance_factor_sgs 0.38 -min_count_ratio_skip 0.94 -max_len_kmer 83 -min_len_inter_kmer 8 -max_count_kmer 10	random	908	84	18	3	1013
NextPolish	-min_map_quality 14 -max_ins_fold_sgs 1 -max_clip_ratio_sgs 0.21 -trim_len_edge 2 -ext_len_edge 21 -indel_balance_factor_sgs 0.18 -min_count_ratio_skip 0.28 -max_len_kmer 38 -min_len_inter_kmer 2 -max_count_kmer 97	mutated	602	25	11	0	638
NextPolish	-min_map_quality 31 -max_ins_fold_sgs 15 -max_clip_ratio_sgs 0.02 -trim_len_edge 0 -ext_len_edge 1 -indel_balance_factor_sgs 0.14 -min_count_ratio_skip 0.98 -max_len_kmer 43 -min_len_inter_kmer 5 -max_count_kmer 21	random	957	91	22	4	1074
NextPolish	-min_map_quality 5 -max_ins_fold_sgs 1 -max_clip_ratio_sgs 0.21 -trim_len_edge 0 -ext_len_edge 21 -indel_balance_factor_sgs 0.18 -min_count_ratio_skip 0.28 -max_len_kmer 38 -min_len_inter_kmer 1 -max_count_kmer 97	mutated	564	24	8	0	596
NextPolish	-min_map_quality 38 -max_ins_fold_sgs 3 -max_clip_ratio_sgs 0.0 -trim_len_edge 12 -ext_len_edge 3 -indel_balance_factor_sgs 0.38 -min_count_ratio_skip 0.95 -max_len_kmer 22 -min_len_inter_kmer 2 -max_count_kmer 92	random	904	82	20	3	1009
NextPolish	-min_map_quality 5 -max_ins_fold_sgs 1 -max_clip_ratio_sgs 0.12 -trim_len_edge 0 -ext_len_edge 21 -indel_balance_factor_sgs 0.18 -min_count_ratio_skip 0.28 -max_len_kmer 30 -min_len_inter_kmer 1 -max_count_kmer 97	mutated	564	24	8	0	596
NextPolish	-min_map_quality 39 -max_ins_fold_sgs 10 -max_clip_ratio_sgs 0.0 -trim_len_edge 4 -ext_len_edge 6 -indel_balance_factor_sgs 0.83 -min_count_ratio_skip 0.78 -max_len_kmer 23 -min_len_inter_kmer 9 -max_count_kmer 45	random	896	68	23	0	987
NextPolish	-min_map_quality 54 -max_ins_fold_sgs 15 -max_clip_ratio_sgs 0.09 -trim_len_edge 0 -ext_len_edge 2 -indel_balance_factor_sgs 0.85 -min_count_ratio_skip 0.85 -max_len_kmer 67 -min_len_inter_kmer 5 -max_count_kmer 47	random	936	78	20	3	1037
NextPolish	-min_map_quality 52 -max_ins_fold_sgs 3 -max_clip_ratio_sgs 0.0 -trim_len_edge 6 -ext_len_edge 5 -indel_balance_factor_sgs 0.02 -min_count_ratio_skip 0.94 -max_len_kmer 13 -min_len_inter_kmer 4 -max_count_kmer 55	random	938	86	22	3	1049
NextPolish	-min_map_quality 5 -max_ins_fold_sgs 1 -max_clip_ratio_sgs 0.12 -trim_len_edge 0 -ext_len_edge 19 -indel_balance_factor_sgs 0.18 -min_count_ratio_skip 0.28 -max_len_kmer 20 -min_len_inter_kmer 1 -max_count_kmer 97	mutated	564	24	8	0	596
NextPolish	-min_map_quality 5 -max_ins_fold_sgs 4 -max_clip_ratio_sgs 0.68 -trim_len_edge 18 -ext_len_edge 1 -indel_balance_factor_sgs 0.46 -min_count_ratio_skip 0.42 -max_len_kmer 43 -min_len_inter_kmer 5 -max_count_kmer 8	random	1118	162	46	10	1336
NextPolish	-min_map_quality 5 -max_ins_fold_sgs 1 -max_clip_ratio_sgs 0.12 -trim_len_edge 0 -ext_len_edge 19 -indel_balance_factor_sgs 0.18 -min_count_ratio_skip 0.3 -max_len_kmer 20 -min_len_inter_kmer 1 -max_count_kmer 97	mutated	564	24	8	0	596
NextPolish	-min_map_quality 13 -max_ins_fold_sgs 14 -max_clip_ratio_sgs 0.02 -trim_len_edge 2 -ext_len_edge 12 -indel_balance_factor_sgs 0.47 -min_count_ratio_skip 0.88 -max_len_kmer 96 -min_len_inter_kmer 10 -max_count_kmer 82	random	943	84	21	3	1051
NextPolish	-min_map_quality 5 -max_ins_fold_sgs 1 -max_clip_ratio_sgs 0.12 -trim_len_edge 0 -ext_len_edge 19 -indel_balance_factor_sgs 0.18 -min_count_ratio_skip 0.3 -max_len_kmer 20 -min_len_inter_kmer 1 -max_count_kmer 104	mutated	564	24	8	0	596
NextPolish	-min_map_quality 28 -max_ins_fold_sgs 3 -max_clip_ratio_sgs 0.24 -trim_len_edge 0 -ext_len_edge 4 -indel_balance_factor_sgs 0.43 -min_count_ratio_skip 0.5 -max_len_kmer 12 -min_len_inter_kmer 7 -max_count_kmer 78	random	567	24	8	0	599
NextPolish	-min_map_quality 5 -max_ins_fold_sgs 1 -max_clip_ratio_sgs 0.04 -trim_len_edge 0 -ext_len_edge 19 -indel_balance_factor_sgs 0.18 -min_count_ratio_skip 0.3 -max_len_kmer 20 -min_len_inter_kmer 1 -max_count_kmer 104	mutated	564	24	8	0	596
NextPolish	-min_map_quality 6 -max_ins_fold_sgs 12 -max_clip_ratio_sgs 0.02 -trim_len_edge 8 -ext_len_edge 0 -indel_balance_factor_sgs 0.6 -min_count_ratio_skip 0.86 -max_len_kmer 53 -min_len_inter_kmer 2 -max_count_kmer 85	random	918	80	18	3	1019
NextPolish	-min_map_quality 5 -max_ins_fold_sgs 1 -max_clip_ratio_sgs 0.04 -trim_len_edge 0 -ext_len_edge 19 -indel_balance_factor_sgs 0.26 -min_count_ratio_skip 0.38 -max_len_kmer 20 -min_len_inter_kmer 1 -max_count_kmer 104	mutated	569	24	8	0	601
NextPolish	-min_map_quality 14 -max_ins_fold_sgs 1 -max_clip_ratio_sgs 0.0 -trim_len_edge 3 -ext_len_edge 23 -indel_balance_factor_sgs 0.2 -min_count_ratio_skip 0.4 -max_len_kmer 38 -min_len_inter_kmer 6 -max_count_kmer 30	random	633	29	12	0	674
NextPolish	-min_map_quality 1 -max_ins_fold_sgs 1 -max_clip_ratio_sgs 0.04 -trim_len_edge 0 -ext_len_edge 19 -indel_balance_factor_sgs 0.18 -min_count_ratio_skip 0.3 -max_len_kmer 20 -min_len_inter_kmer 1 -max_count_kmer 113	mutated	564	24	8	0	596
NextPolish	-min_map_quality 34 -max_ins_fold_sgs 1 -max_clip_ratio_sgs 0.01 -trim_len_edge 2 -ext_len_edge 12 -indel_balance_factor_sgs 0.41 -min_count_ratio_skip 0.96 -max_len_kmer 78 -min_len_inter_kmer 6 -max_count_kmer 30	random	945	89	21	4	1059
NextPolish	-min_map_quality 0 -max_ins_fold_sgs 3 -max_clip_ratio_sgs 0.41 -trim_len_edge 1 -ext_len_edge 17 -indel_balance_factor_sgs 0.86 -min_count_ratio_skip 0.95 -max_len_kmer 97 -min_len_inter_kmer 8 -max_count_kmer 86	random	946	89	21	3	1059
