tool	parameters	description	errors_05	errors_10	errors_15	errors_20	total_errors
NextPolish	-min_map_quality 1 -max_ins_fold_sgs 1 -max_clip_ratio_sgs 0.04 -trim_len_edge 0 -ext_len_edge 18 -indel_balance_factor_sgs 0.18 -min_count_ratio_skip 0.3 -max_len_kmer 20 -min_len_inter_kmer 1 -max_count_kmer 113	mutated	564	24	8	0	596
NextPolish	-min_map_quality 40 -max_ins_fold_sgs 9 -max_clip_ratio_sgs 0.06 -trim_len_edge 14 -ext_len_edge 9 -indel_balance_factor_sgs 0.0 -min_count_ratio_skip 0.41 -max_len_kmer 28 -min_len_inter_kmer 10 -max_count_kmer 58	random	962	118	29	0	1109
NextPolish	-min_map_quality 52 -max_ins_fold_sgs 8 -max_clip_ratio_sgs 0.16 -trim_len_edge 17 -ext_len_edge 16 -indel_balance_factor_sgs 0.77 -min_count_ratio_skip 1.0 -max_len_kmer 19 -min_len_inter_kmer 8 -max_count_kmer 97	random	923	86	18	5	1032
NextPolish	-min_map_quality 1 -max_ins_fold_sgs 1 -max_clip_ratio_sgs 0.04 -trim_len_edge 1 -ext_len_edge 17 -indel_balance_factor_sgs 0.18 -min_count_ratio_skip 0.3 -max_len_kmer 20 -min_len_inter_kmer 1 -max_count_kmer 113	mutated	586	23	9	0	618
NextPolish	-min_map_quality 44 -max_ins_fold_sgs 10 -max_clip_ratio_sgs 0.1 -trim_len_edge 7 -ext_len_edge 0 -indel_balance_factor_sgs 0.82 -min_count_ratio_skip 0.95 -max_len_kmer 37 -min_len_inter_kmer 8 -max_count_kmer 16	random	928	84	22	3	1037
NextPolish	-min_map_quality 1 -max_ins_fold_sgs 1 -max_clip_ratio_sgs 0.04 -trim_len_edge 2 -ext_len_edge 18 -indel_balance_factor_sgs 0.11 -min_count_ratio_skip 0.3 -max_len_kmer 20 -min_len_inter_kmer 1 -max_count_kmer 113	mutated	602	25	11	0	638
NextPolish	-min_map_quality 53 -max_ins_fold_sgs 12 -max_clip_ratio_sgs 0.57 -trim_len_edge 1 -ext_len_edge 3 -indel_balance_factor_sgs 0.55 -min_count_ratio_skip 0.85 -max_len_kmer 25 -min_len_inter_kmer 6 -max_count_kmer 73	random	931	78	21	3	1033
NextPolish	-min_map_quality 7 -max_ins_fold_sgs 1 -max_clip_ratio_sgs 0.04 -trim_len_edge 0 -ext_len_edge 18 -indel_balance_factor_sgs 0.18 -min_count_ratio_skip 0.3 -max_len_kmer 20 -min_len_inter_kmer 1 -max_count_kmer 113	mutated	564	24	8	0	596
NextPolish	-min_map_quality 38 -max_ins_fold_sgs 7 -max_clip_ratio_sgs 0.08 -trim_len_edge 1 -ext_len_edge 11 -indel_balance_factor_sgs 0.93 -min_count_ratio_skip 0.79 -max_len_kmer 58 -min_len_inter_kmer 6 -max_count_kmer 29	random	870	62	17	0	949
NextPolish	-min_map_quality 39 -max_ins_fold_sgs 1 -max_clip_ratio_sgs 0.01 -trim_len_edge 12 -ext_len_edge 4 -indel_balance_factor_sgs 0.45 -min_count_ratio_skip 0.47 -max_len_kmer 49 -min_len_inter_kmer 9 -max_count_kmer 56	random	887	86	26	0	999
NextPolish	-min_map_quality 7 -max_ins_fold_sgs 1 -max_clip_ratio_sgs 0.04 -trim_len_edge 0 -ext_len_edge 18 -indel_balance_factor_sgs 0.18 -min_count_ratio_skip 0.3 -max_len_kmer 20 -min_len_inter_kmer 1 -max_count_kmer 120	mutated	564	24	8	0	596
NextPolish	-min_map_quality 17 -max_ins_fold_sgs 16 -max_clip_ratio_sgs 0.0 -trim_len_edge 2 -ext_len_edge 22 -indel_balance_factor_sgs 0.6 -min_count_ratio_skip 0.03 -max_len_kmer 11 -min_len_inter_kmer 1 -max_count_kmer 14	random	604	25	11	0	640
NextPolish	-min_map_quality 7 -max_ins_fold_sgs 1 -max_clip_ratio_sgs 0.04 -trim_len_edge 0 -ext_len_edge 17 -indel_balance_factor_sgs 0.18 -min_count_ratio_skip 0.3 -max_len_kmer 20 -min_len_inter_kmer 1 -max_count_kmer 120	mutated	564	24	8	0	596
NextPolish	-min_map_quality 13 -max_ins_fold_sgs 15 -max_clip_ratio_sgs 0.08 -trim_len_edge 6 -ext_len_edge 2 -indel_balance_factor_sgs 0.65 -min_count_ratio_skip 0.41 -max_len_kmer 55 -min_len_inter_kmer 8 -max_count_kmer 36	random	703	40	17	0	760
NextPolish	-min_map_quality 7 -max_ins_fold_sgs 1 -max_clip_ratio_sgs 0.04 -trim_len_edge 2 -ext_len_edge 17 -indel_balance_factor_sgs 0.18 -min_count_ratio_skip 0.3 -max_len_kmer 20 -min_len_inter_kmer 2 -max_count_kmer 120	mutated	602	25	11	0	638
NextPolish	-min_map_quality 33 -max_ins_fold_sgs 4 -max_clip_ratio_sgs 0.5 -trim_len_edge 27 -ext_len_edge 5 -indel_balance_factor_sgs 0.21 -min_count_ratio_skip 0.39 -max_len_kmer 18 -min_len_inter_kmer 1 -max_count_kmer 68	random	1493	332	101	32	1958
NextPolish	-min_map_quality 37 -max_ins_fold_sgs 14 -max_clip_ratio_sgs 0.89 -trim_len_edge 0 -ext_len_edge 25 -indel_balance_factor_sgs 0.9 -min_count_ratio_skip 1.0 -max_len_kmer 100 -min_len_inter_kmer 6 -max_count_kmer 94	random	957	91	22	4	1074
NextPolish	-min_map_quality 35 -max_ins_fold_sgs 2 -max_clip_ratio_sgs 0.32 -trim_len_edge 3 -ext_len_edge 0 -indel_balance_factor_sgs 0.71 -min_count_ratio_skip 0.78 -max_len_kmer 16 -min_len_inter_kmer 8 -max_count_kmer 16	random	889	66	20	0	975
NextPolish	-min_map_quality 7 -max_ins_fold_sgs 1 -max_clip_ratio_sgs 0.04 -trim_len_edge 0 -ext_len_edge 17 -indel_balance_factor_sgs 0.18 -min_count_ratio_skip 0.3 -max_len_kmer 20 -min_len_inter_kmer 1 -max_count_kmer 127	mutated	564	24	8	0	596
NextPolish	-min_map_quality 56 -max_ins_fold_sgs 10 -max_clip_ratio_sgs 0.01 -trim_len_edge 2 -ext_len_edge 3 -indel_balance_factor_sgs 0.23 -min_count_ratio_skip 0.95 -max_len_kmer 55 -min_len_inter_kmer 3 -max_count_kmer 23	random	945	89	21	3	1058
NextPolish	-min_map_quality 3 -max_ins_fold_sgs 2 -max_clip_ratio_sgs 0.61 -trim_len_edge 3 -ext_len_edge 3 -indel_balance_factor_sgs 0.02 -min_count_ratio_skip 0.99 -max_len_kmer 88 -min_len_inter_kmer 8 -max_count_kmer 88	random	944	88	23	4	1059
NextPolish	-min_map_quality 7 -max_ins_fold_sgs 1 -max_clip_ratio_sgs 0.04 -trim_len_edge 0 -ext_len_edge 16 -indel_balance_factor_sgs 0.18 -min_count_ratio_skip 0.3 -max_len_kmer 29 -min_len_inter_kmer 1 -max_count_kmer 129	mutated	564	24	8	0	596
NextPolish	-min_map_quality 39 -max_ins_fold_sgs 8 -max_clip_ratio_sgs 0.23 -trim_len_edge 2 -ext_len_edge 0 -indel_balance_factor_sgs 0.36 -min_count_ratio_skip 0.94 -max_len_kmer 14 -min_len_inter_kmer 5 -max_count_kmer 57	random	945	89	21	3	1058
NextPolish	-min_map_quality 7 -max_ins_fold_sgs 1 -max_clip_ratio_sgs 0.04 -trim_len_edge 0 -ext_len_edge 16 -indel_balance_factor_sgs 0.12 -min_count_ratio_skip 0.3 -max_len_kmer 35 -min_len_inter_kmer 1 -max_count_kmer 129	mutated	564	24	8	0	596
NextPolish	-min_map_quality 17 -max_ins_fold_sgs 2 -max_clip_ratio_sgs 0.03 -trim_len_edge 10 -ext_len_edge 19 -indel_balance_factor_sgs 0.69 -min_count_ratio_skip 0.55 -max_len_kmer 97 -min_len_inter_kmer 2 -max_count_kmer 81	random	694	36	15	0	745
NextPolish	-min_map_quality 40 -max_ins_fold_sgs 7 -max_clip_ratio_sgs 0.53 -trim_len_edge 4 -ext_len_edge 1 -indel_balance_factor_sgs 0.09 -min_count_ratio_skip 0.81 -max_len_kmer 69 -min_len_inter_kmer 7 -max_count_kmer 18	random	924	74	23	0	1021
NextPolish	-min_map_quality 7 -max_ins_fold_sgs 1 -max_clip_ratio_sgs 0.01 -trim_len_edge 0 -ext_len_edge 16 -indel_balance_factor_sgs 0.12 -min_count_ratio_skip 0.31 -max_len_kmer 35 -min_len_inter_kmer 1 -max_count_kmer 129	mutated	564	24	8	0	596
NextPolish	-min_map_quality 1 -max_ins_fold_sgs 15 -max_clip_ratio_sgs 0.04 -trim_len_edge 14 -ext_len_edge 2 -indel_balance_factor_sgs 0.71 -min_count_ratio_skip 0.15 -max_len_kmer 89 -min_len_inter_kmer 4 -max_count_kmer 54	random	1004	129	36	0	1169
NextPolish	-min_map_quality 9 -max_ins_fold_sgs 1 -max_clip_ratio_sgs 0.01 -trim_len_edge 0 -ext_len_edge 16 -indel_balance_factor_sgs 0.12 -min_count_ratio_skip 0.31 -max_len_kmer 35 -min_len_inter_kmer 1 -max_count_kmer 129	mutated	564	24	8	0	596
NextPolish	-min_map_quality 4 -max_ins_fold_sgs 1 -max_clip_ratio_sgs 0.58 -trim_len_edge 11 -ext_len_edge 24 -indel_balance_factor_sgs 0.93 -min_count_ratio_skip 0.83 -max_len_kmer 55 -min_len_inter_kmer 8 -max_count_kmer 78	random	903	71	21	3	998
NextPolish	-min_map_quality 9 -max_ins_fold_sgs 1 -max_clip_ratio_sgs 0.01 -trim_len_edge 2 -ext_len_edge 16 -indel_balance_factor_sgs 0.12 -min_count_ratio_skip 0.31 -max_len_kmer 35 -min_len_inter_kmer 1 -max_count_kmer 129	mutated	602	25	11	0	638
NextPolish	-min_map_quality 3 -max_ins_fold_sgs 12 -max_clip_ratio_sgs 0.14 -trim_len_edge 0 -ext_len_edge 13 -indel_balance_factor_sgs 0.12 -min_count_ratio_skip 0.81 -max_len_kmer 62 -min_len_inter_kmer 5 -max_count_kmer 26	random	909	72	17	0	998
NextPolish	-min_map_quality 3 -max_ins_fold_sgs 1 -max_clip_ratio_sgs 0.01 -trim_len_edge 0 -ext_len_edge 16 -indel_balance_factor_sgs 0.12 -min_count_ratio_skip 0.31 -max_len_kmer 35 -min_len_inter_kmer 1 -max_count_kmer 129	mutated	564	24	8	0	596
NextPolish	-min_map_quality 5 -max_ins_fold_sgs 2 -max_clip_ratio_sgs 0.0 -trim_len_edge 18 -ext_len_edge 25 -indel_balance_factor_sgs 0.07 -min_count_ratio_skip 0.92 -max_len_kmer 21 -min_len_inter_kmer 8 -max_count_kmer 44	random	915	82	21	5	1023
NextPolish	-min_map_quality 3 -max_ins_fold_sgs 1 -max_clip_ratio_sgs 0.01 -trim_len_edge 0 -ext_len_edge 16 -indel_balance_factor_sgs 0.12 -min_count_ratio_skip 0.36 -max_len_kmer 35 -min_len_inter_kmer 1 -max_count_kmer 129	mutated	569	24	8	0	601
NextPolish	-min_map_quality 20 -max_ins_fold_sgs 15 -max_clip_ratio_sgs 0.17 -trim_len_edge 0 -ext_len_edge 0 -indel_balance_factor_sgs 0.59 -min_count_ratio_skip 0.83 -max_len_kmer 58 -min_len_inter_kmer 2 -max_count_kmer 99	random	909	72	17	0	998
NextPolish	-min_map_quality 0 -max_ins_fold_sgs 1 -max_clip_ratio_sgs 0.01 -trim_len_edge 0 -ext_len_edge 16 -indel_balance_factor_sgs 0.12 -min_count_ratio_skip 0.31 -max_len_kmer 35 -min_len_inter_kmer 1 -max_count_kmer 129	mutated	564	24	8	0	596
NextPolish	-min_map_quality 27 -max_ins_fold_sgs 10 -max_clip_ratio_sgs 0.22 -trim_len_edge 4 -ext_len_edge 26 -indel_balance_factor_sgs 0.02 -min_count_ratio_skip 0.77 -max_len_kmer 67 -min_len_inter_kmer 2 -max_count_kmer 95	random	896	68	23	0	987
NextPolish	-min_map_quality 0 -max_ins_fold_sgs 1 -max_clip_ratio_sgs 0.01 -trim_len_edge 0 -ext_len_edge 16 -indel_balance_factor_sgs 0.12 -min_count_ratio_skip 0.33 -max_len_kmer 35 -min_len_inter_kmer 1 -max_count_kmer 125	mutated	564	24	8	0	596
NextPolish	-min_map_quality 47 -max_ins_fold_sgs 12 -max_clip_ratio_sgs 0.08 -trim_len_edge 0 -ext_len_edge 1 -indel_balance_factor_sgs 0.5 -min_count_ratio_skip 0.79 -max_len_kmer 52 -min_len_inter_kmer 5 -max_count_kmer 64	random	862	62	16	0	940
NextPolish	-min_map_quality 0 -max_ins_fold_sgs 1 -max_clip_ratio_sgs 0.01 -trim_len_edge 0 -ext_len_edge 16 -indel_balance_factor_sgs 0.12 -min_count_ratio_skip 0.33 -max_len_kmer 35 -min_len_inter_kmer 2 -max_count_kmer 125	mutated	564	24	8	0	596
NextPolish	-min_map_quality 29 -max_ins_fold_sgs 2 -max_clip_ratio_sgs 0.22 -trim_len_edge 1 -ext_len_edge 1 -indel_balance_factor_sgs 0.15 -min_count_ratio_skip 0.97 -max_len_kmer 64 -min_len_inter_kmer 1 -max_count_kmer 65	random	946	89	21	4	1060
NextPolish	-min_map_quality 10 -max_ins_fold_sgs 1 -max_clip_ratio_sgs 0.01 -trim_len_edge 0 -ext_len_edge 16 -indel_balance_factor_sgs 0.12 -min_count_ratio_skip 0.33 -max_len_kmer 35 -min_len_inter_kmer 2 -max_count_kmer 125	mutated	564	24	8	0	596
NextPolish	-min_map_quality 26 -max_ins_fold_sgs 6 -max_clip_ratio_sgs 0.0 -trim_len_edge 24 -ext_len_edge 1 -indel_balance_factor_sgs 0.7 -min_count_ratio_skip 0.78 -max_len_kmer 14 -min_len_inter_kmer 1 -max_count_kmer 9	random	901	84	22	3	1010
NextPolish	-min_map_quality 10 -max_ins_fold_sgs 1 -max_clip_ratio_sgs 0.01 -trim_len_edge 0 -ext_len_edge 16 -indel_balance_factor_sgs 0.12 -min_count_ratio_skip 0.33 -max_len_kmer 28 -min_len_inter_kmer 4 -max_count_kmer 125	mutated	564	24	8	0	596
NextPolish	-min_map_quality 51 -max_ins_fold_sgs 2 -max_clip_ratio_sgs 0.01 -trim_len_edge 4 -ext_len_edge 3 -indel_balance_factor_sgs 0.37 -min_count_ratio_skip 0.31 -max_len_kmer 70 -min_len_inter_kmer 10 -max_count_kmer 30	random	656	34	16	0	706
NextPolish	-min_map_quality 10 -max_ins_fold_sgs 1 -max_clip_ratio_sgs 0.01 -trim_len_edge 0 -ext_len_edge 16 -indel_balance_factor_sgs 0.12 -min_count_ratio_skip 0.33 -max_len_kmer 28 -min_len_inter_kmer 4 -max_count_kmer 119	mutated	564	24	8	0	596
NextPolish	-min_map_quality 39 -max_ins_fold_sgs 2 -max_clip_ratio_sgs 0.02 -trim_len_edge 1 -ext_len_edge 10 -indel_balance_factor_sgs 0.89 -min_count_ratio_skip 0.79 -max_len_kmer 97 -min_len_inter_kmer 7 -max_count_kmer 34	random	870	62	17	0	949
NextPolish	-min_map_quality 10 -max_ins_fold_sgs 1 -max_clip_ratio_sgs 0.01 -trim_len_edge 0 -ext_len_edge 16 -indel_balance_factor_sgs 0.14 -min_count_ratio_skip 0.33 -max_len_kmer 28 -min_len_inter_kmer 4 -max_count_kmer 119	mutated	564	24	8	0	596
NextPolish	-min_map_quality 56 -max_ins_fold_sgs 4 -max_clip_ratio_sgs 0.0 -trim_len_edge 22 -ext_len_edge 16 -indel_balance_factor_sgs 0.31 -min_count_ratio_skip 0.8 -max_len_kmer 47 -min_len_inter_kmer 5 -max_count_kmer 43	random	884	82	22	4	992
NextPolish	-min_map_quality 10 -max_ins_fold_sgs 1 -max_clip_ratio_sgs 0.01 -trim_len_edge 0 -ext_len_edge 16 -indel_balance_factor_sgs 0.22 -min_count_ratio_skip 0.33 -max_len_kmer 28 -min_len_inter_kmer 4 -max_count_kmer 119	mutated	564	24	8	0	596
NextPolish	-min_map_quality 57 -max_ins_fold_sgs 14 -max_clip_ratio_sgs 0.12 -trim_len_edge 13 -ext_len_edge 5 -indel_balance_factor_sgs 0.36 -min_count_ratio_skip 0.73 -max_len_kmer 43 -min_len_inter_kmer 2 -max_count_kmer 34	random	847	65	19	0	931
NextPolish	-min_map_quality 34 -max_ins_fold_sgs 3 -max_clip_ratio_sgs 0.13 -trim_len_edge 21 -ext_len_edge 5 -indel_balance_factor_sgs 0.15 -min_count_ratio_skip 0.11 -max_len_kmer 98 -min_len_inter_kmer 8 -max_count_kmer 16	random	1305	229	64	17	1615
NextPolish	-min_map_quality 10 -max_ins_fold_sgs 1 -max_clip_ratio_sgs 0.01 -trim_len_edge 1 -ext_len_edge 16 -indel_balance_factor_sgs 0.22 -min_count_ratio_skip 0.33 -max_len_kmer 28 -min_len_inter_kmer 4 -max_count_kmer 119	mutated	586	23	9	0	618
NextPolish	-min_map_quality 19 -max_ins_fold_sgs 6 -max_clip_ratio_sgs 0.79 -trim_len_edge 0 -ext_len_edge 24 -indel_balance_factor_sgs 0.55 -min_count_ratio_skip 0.87 -max_len_kmer 55 -min_len_inter_kmer 3 -max_count_kmer 59	random	940	84	20	3	1047
NextPolish	-min_map_quality 27 -max_ins_fold_sgs 8 -max_clip_ratio_sgs 0.04 -trim_len_edge 2 -ext_len_edge 0 -indel_balance_factor_sgs 0.27 -min_count_ratio_skip 0.99 -max_len_kmer 76 -min_len_inter_kmer 5 -max_count_kmer 7	random	945	89	21	4	1059
NextPolish	-min_map_quality 20 -max_ins_fold_sgs 1 -max_clip_ratio_sgs 0.0 -trim_len_edge 0 -ext_len_edge 16 -indel_balance_factor_sgs 0.22 -min_count_ratio_skip 0.33 -max_len_kmer 28 -min_len_inter_kmer 4 -max_count_kmer 119	mutated	564	24	8	0	596
NextPolish	-min_map_quality 10 -max_ins_fold_sgs 9 -max_clip_ratio_sgs 0.05 -trim_len_edge 0 -ext_len_edge 7 -indel_balance_factor_sgs 0.76 -min_count_ratio_skip 0.53 -max_len_kmer 93 -min_len_inter_kmer 5 -max_count_kmer 66	random	563	23	10	0	596
NextPolish	-min_map_quality 10 -max_ins_fold_sgs 9 -max_clip_ratio_sgs 0.05 -trim_len_edge 2 -ext_len_edge 7 -indel_balance_factor_sgs 0.76 -min_count_ratio_skip 0.53 -max_len_kmer 93 -min_len_inter_kmer 5 -max_count_kmer 65	mutated	601	25	13	0	639
NextPolish	-min_map_quality 39 -max_ins_fold_sgs 7 -max_clip_ratio_sgs 0.02 -trim_len_edge 3 -ext_len_edge 1 -indel_balance_factor_sgs 0.11 -min_count_ratio_skip 0.12 -max_len_kmer 96 -min_len_inter_kmer 5 -max_count_kmer 87	random	631	29	12	0	672
NextPolish	-min_map_quality 10 -max_ins_fold_sgs 9 -max_clip_ratio_sgs 0.05 -trim_len_edge 1 -ext_len_edge 7 -indel_balance_factor_sgs 0.76 -min_count_ratio_skip 0.59 -max_len_kmer 93 -min_len_inter_kmer 5 -max_count_kmer 66	mutated	583	22	12	0	617
NextPolish	-min_map_quality 15 -max_ins_fold_sgs 14 -max_clip_ratio_sgs 0.12 -trim_len_edge 3 -ext_len_edge 1 -indel_balance_factor_sgs 0.56 -min_count_ratio_skip 0.66 -max_len_kmer 100 -min_len_inter_kmer 6 -max_count_kmer 12	random	640	30	16	0	686
NextPolish	-min_map_quality 10 -max_ins_fold_sgs 9 -max_clip_ratio_sgs 0.05 -trim_len_edge 0 -ext_len_edge 7 -indel_balance_factor_sgs 0.76 -min_count_ratio_skip 0.57 -max_len_kmer 93 -min_len_inter_kmer 5 -max_count_kmer 66	mutated	563	23	10	0	596
NextPolish	-min_map_quality 48 -max_ins_fold_sgs 1 -max_clip_ratio_sgs 0.03 -trim_len_edge 7 -ext_len_edge 11 -indel_balance_factor_sgs 0.05 -min_count_ratio_skip 0.39 -max_len_kmer 73 -min_len_inter_kmer 1 -max_count_kmer 24	random	725	44	18	0	787
NextPolish	-min_map_quality 19 -max_ins_fold_sgs 9 -max_clip_ratio_sgs 0.05 -trim_len_edge 2 -ext_len_edge 7 -indel_balance_factor_sgs 0.69 -min_count_ratio_skip 0.57 -max_len_kmer 93 -min_len_inter_kmer 5 -max_count_kmer 66	mutated	601	25	13	0	639
NextPolish	-min_map_quality 39 -max_ins_fold_sgs 1 -max_clip_ratio_sgs 0.87 -trim_len_edge 1 -ext_len_edge 0 -indel_balance_factor_sgs 0.43 -min_count_ratio_skip 0.56 -max_len_kmer 78 -min_len_inter_kmer 8 -max_count_kmer 63	random	583	22	12	0	617
NextPolish	-min_map_quality 10 -max_ins_fold_sgs 9 -max_clip_ratio_sgs 0.05 -trim_len_edge 0 -ext_len_edge 7 -indel_balance_factor_sgs 0.76 -min_count_ratio_skip 0.57 -max_len_kmer 100 -min_len_inter_kmer 5 -max_count_kmer 66	mutated	563	23	10	0	596
NextPolish	-min_map_quality 42 -max_ins_fold_sgs 2 -max_clip_ratio_sgs 0.2 -trim_len_edge 21 -ext_len_edge 0 -indel_balance_factor_sgs 0.1 -min_count_ratio_skip 0.52 -max_len_kmer 83 -min_len_inter_kmer 10 -max_count_kmer 92	random	751	57	20	1	829
NextPolish	-min_map_quality 25 -max_ins_fold_sgs 1 -max_clip_ratio_sgs 0.17 -trim_len_edge 15 -ext_len_edge 15 -indel_balance_factor_sgs 0.66 -min_count_ratio_skip 0.99 -max_len_kmer 63 -min_len_inter_kmer 7 -max_count_kmer 77	random	908	84	18	3	1013
NextPolish	-min_map_quality 10 -max_ins_fold_sgs 9 -max_clip_ratio_sgs 0.05 -trim_len_edge 0 -ext_len_edge 7 -indel_balance_factor_sgs 0.76 -min_count_ratio_skip 0.57 -max_len_kmer 109 -min_len_inter_kmer 7 -max_count_kmer 66	mutated	563	23	10	0	596
NextPolish	-min_map_quality 12 -max_ins_fold_sgs 7 -max_clip_ratio_sgs 0.8 -trim_len_edge 1 -ext_len_edge 2 -indel_balance_factor_sgs 0.67 -min_count_ratio_skip 0.14 -max_len_kmer 25 -min_len_inter_kmer 6 -max_count_kmer 14	random	588	23	9	0	620
NextPolish	-min_map_quality 2 -max_ins_fold_sgs 8 -max_clip_ratio_sgs 0.0 -trim_len_edge 0 -ext_len_edge 0 -indel_balance_factor_sgs 0.27 -min_count_ratio_skip 0.24 -max_len_kmer 16 -min_len_inter_kmer 6 -max_count_kmer 11	random	566	24	8	0	598
NextPolish	-min_map_quality 10 -max_ins_fold_sgs 9 -max_clip_ratio_sgs 0.05 -trim_len_edge 0 -ext_len_edge 8 -indel_balance_factor_sgs 0.76 -min_count_ratio_skip 0.57 -max_len_kmer 109 -min_len_inter_kmer 7 -max_count_kmer 66	mutated	563	23	10	0	596
NextPolish	-min_map_quality 56 -max_ins_fold_sgs 15 -max_clip_ratio_sgs 0.16 -trim_len_edge 18 -ext_len_edge 22 -indel_balance_factor_sgs 0.68 -min_count_ratio_skip 0.91 -max_len_kmer 89 -min_len_inter_kmer 3 -max_count_kmer 96	random	915	82	21	5	1023
NextPolish	-min_map_quality 10 -max_ins_fold_sgs 9 -max_clip_ratio_sgs 0.05 -trim_len_edge 0 -ext_len_edge 8 -indel_balance_factor_sgs 0.76 -min_count_ratio_skip 0.57 -max_len_kmer 109 -min_len_inter_kmer 7 -max_count_kmer 69	mutated	563	23	10	0	596
NextPolish	-min_map_quality 22 -max_ins_fold_sgs 2 -max_clip_ratio_sgs 0.01 -trim_len_edge 18 -ext_len_edge 19 -indel_balance_factor_sgs 0.91 -min_count_ratio_skip 0.41 -max_len_kmer 94 -min_len_inter_kmer 5 -max_count_kmer 13	random	1118	162	46	10	1336
NextPolish	-min_map_quality 10 -max_ins_fold_sgs 9 -max_clip_ratio_sgs 0.05 -trim_len_edge 0 -ext_len_edge 10 -indel_balance_factor_sgs 0.76 -min_count_ratio_skip 0.57 -max_len_kmer 109 -min_len_inter_kmer 8 -max_count_kmer 69	mutated	563	23	10	0	596
NextPolish	-min_map_quality 4 -max_ins_fold_sgs 12 -max_clip_ratio_sgs 0.05 -trim_len_edge 21 -ext_len_edge 0 -indel_balance_factor_sgs 0.19 -min_count_ratio_skip 0.77 -max_len_kmer 93 -min_len_inter_kmer 6 -max_count_kmer 91	random	880	77	23	4	984
NextPolish	-min_map_quality 7 -max_ins_fold_sgs 9 -max_clip_ratio_sgs 0.05 -trim_len_edge 0 -ext_len_edge 10 -indel_balance_factor_sgs 0.76 -min_count_ratio_skip 0.57 -max_len_kmer 109 -min_len_inter_kmer 8 -max_count_kmer 69	mutated	563	23	10	0	596
NextPolish	-min_map_quality 4 -max_ins_fold_sgs 12 -max_clip_ratio_sgs 0.07 -trim_len_edge 7 -ext_len_edge 18 -indel_balance_factor_sgs 0.69 -min_count_ratio_skip 0.7 -max_len_kmer 55 -min_len_inter_kmer 6 -max_count_kmer 59	random	857	59	21	0	937
NextPolish	-min_map_quality 7 -max_ins_fold_sgs 9 -max_clip_ratio_sgs 0.05 -trim_len_edge 0 -ext_len_edge 10 -indel_balance_factor_sgs 0.76 -min_count_ratio_skip 0.67 -max_len_kmer 109 -min_len_inter_kmer 8 -max_count_kmer 69	mutated	777	46	13	0	836
NextPolish	-min_map_quality 24 -max_ins_fold_sgs 2 -max_clip_ratio_sgs 0.0 -trim_len_edge 3 -ext_len_edge 23 -indel_balance_factor_sgs 0.3 -min_count_ratio_skip 0.84 -max_len_kmer 20 -min_len_inter_kmer 8 -max_count_kmer 81	random	933	80	23	3	1039
NextPolish	-min_map_quality 7 -max_ins_fold_sgs 9 -max_clip_ratio_sgs 0.04 -trim_len_edge 0 -ext_len_edge 10 -indel_balance_factor_sgs 0.76 -min_count_ratio_skip 0.57 -max_len_kmer 109 -min_len_inter_kmer 8 -max_count_kmer 69	mutated	563	23	10	0	596
NextPolish	-min_map_quality 7 -max_ins_fold_sgs 3 -max_clip_ratio_sgs 0.25 -trim_len_edge 10 -ext_len_edge 3 -indel_balance_factor_sgs 0.97 -min_count_ratio_skip 0.43 -max_len_kmer 10 -min_len_inter_kmer 5 -max_count_kmer 63	random	824	62	21	0	907
NextPolish	-min_map_quality 7 -max_ins_fold_sgs 9 -max_clip_ratio_sgs 0.04 -trim_len_edge 0 -ext_len_edge 10 -indel_balance_factor_sgs 0.81 -min_count_ratio_skip 0.57 -max_len_kmer 109 -min_len_inter_kmer 8 -max_count_kmer 69	mutated	563	23	10	0	596
NextPolish	-min_map_quality 23 -max_ins_fold_sgs 7 -max_clip_ratio_sgs 0.9 -trim_len_edge 11 -ext_len_edge 0 -indel_balance_factor_sgs 0.59 -min_count_ratio_skip 0.58 -max_len_kmer 87 -min_len_inter_kmer 7 -max_count_kmer 51	random	696	35	15	0	746
NextPolish	-min_map_quality 7 -max_ins_fold_sgs 9 -max_clip_ratio_sgs 0.04 -trim_len_edge 0 -ext_len_edge 10 -indel_balance_factor_sgs 0.81 -min_count_ratio_skip 0.5 -max_len_kmer 109 -min_len_inter_kmer 8 -max_count_kmer 69	mutated	567	24	8	0	599
NextPolish	-min_map_quality 29 -max_ins_fold_sgs 4 -max_clip_ratio_sgs 0.53 -trim_len_edge 0 -ext_len_edge 11 -indel_balance_factor_sgs 0.67 -min_count_ratio_skip 0.91 -max_len_kmer 32 -min_len_inter_kmer 5 -max_count_kmer 80	random	957	88	22	3	1070
NextPolish	-min_map_quality 7 -max_ins_fold_sgs 7 -max_clip_ratio_sgs 0.04 -trim_len_edge 0 -ext_len_edge 10 -indel_balance_factor_sgs 0.81 -min_count_ratio_skip 0.57 -max_len_kmer 109 -min_len_inter_kmer 8 -max_count_kmer 69	mutated	563	23	10	0	596
NextPolish	-min_map_quality 29 -max_ins_fold_sgs 8 -max_clip_ratio_sgs 0.0 -trim_len_edge 16 -ext_len_edge 12 -indel_balance_factor_sgs 0.63 -min_count_ratio_skip 0.99 -max_len_kmer 34 -min_len_inter_kmer 4 -max_count_kmer 1	random	925	85	18	3	1031
