polisher,depth,total_SNP_errors,total_Deletion_errors,total_Insertion_errors,total_Mixed_errors,Existing,Introduced
pypolca-careful,49.0,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,49.1,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,49.2,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,49.4,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,49.5,0.0,2.0,0.0,0.0,2.0,0.0
pypolca-careful,49.6,0.0,2.0,0.0,0.0,2.0,0.0
pypolca-careful,49.7,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,49.8,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,49.9,0.0,1.0,0.0,0.0,1.0,0.0
pypolca-careful,50.0,0.0,1.0,0.0,0.0,1.0,0.0
