genome	target_illumina_depth	polishing	remaining_errors
ATCC_25922_Escherichia_coli	00.3	pypolca-careful	1
ATCC_25922_Escherichia_coli	00.3	HyPo	4
ATCC_25922_Escherichia_coli	00.3	FMLRC2	4159
ATCC_25922_Escherichia_coli	00.3	NextPolish	2918
ATCC_25922_Escherichia_coli	00.3	Polypolish+pypolca	17
ATCC_25922_Escherichia_coli	00.3	Polypolish-careful+pypolca-careful	1
ATCC_25922_Escherichia_coli	00.3	Polypolish-careful+pypolca	17
ATCC_25922_Escherichia_coli	00.3	Polypolish+pypolca-careful	1
ATCC_25922_Escherichia_coli	00.3	pypolca+Polypolish	17
ATCC_25922_Escherichia_coli	00.3	pypolca-careful+Polypolish-careful	1
ATCC_25922_Escherichia_coli	00.3	pypolca+Polypolish-careful	17
ATCC_25922_Escherichia_coli	00.3	pypolca-careful+Polypolish	1
ATCC_33560_Campylobacter_jejuni	00.3	Polypolish	5
ATCC_33560_Campylobacter_jejuni	00.3	Polypolish-careful	5
ATCC_33560_Campylobacter_jejuni	00.3	pypolca	7
ATCC_33560_Campylobacter_jejuni	00.3	pypolca-careful	5
ATCC_33560_Campylobacter_jejuni	00.3	HyPo	5
ATCC_33560_Campylobacter_jejuni	00.3	FMLRC2	5
ATCC_33560_Campylobacter_jejuni	00.3	NextPolish	845
ATCC_33560_Campylobacter_jejuni	00.3	Polypolish+pypolca	7
ATCC_33560_Campylobacter_jejuni	00.3	Polypolish-careful+pypolca-careful	5
ATCC_33560_Campylobacter_jejuni	00.3	Polypolish-careful+pypolca	7
ATCC_33560_Campylobacter_jejuni	00.3	Polypolish+pypolca-careful	5
ATCC_33560_Campylobacter_jejuni	00.3	pypolca+Polypolish	7
ATCC_33560_Campylobacter_jejuni	00.3	pypolca-careful+Polypolish-careful	5
ATCC_33560_Campylobacter_jejuni	00.3	pypolca+Polypolish-careful	7
ATCC_33560_Campylobacter_jejuni	00.3	pypolca-careful+Polypolish	5
ATCC_35221_Campylobacter_lari	00.3	Polypolish	18
ATCC_35221_Campylobacter_lari	00.3	Polypolish-careful	18
ATCC_35221_Campylobacter_lari	00.3	pypolca	19
ATCC_35221_Campylobacter_lari	00.3	pypolca-careful	18
ATCC_35221_Campylobacter_lari	00.3	HyPo	18
ATCC_35221_Campylobacter_lari	00.3	FMLRC2	20
ATCC_35221_Campylobacter_lari	00.3	NextPolish	815
ATCC_35221_Campylobacter_lari	00.3	Polypolish+pypolca	19
ATCC_35221_Campylobacter_lari	00.3	Polypolish-careful+pypolca-careful	18
ATCC_35221_Campylobacter_lari	00.3	Polypolish-careful+pypolca	19
ATCC_35221_Campylobacter_lari	00.3	Polypolish+pypolca-careful	18
ATCC_35221_Campylobacter_lari	00.3	pypolca+Polypolish	19
ATCC_35221_Campylobacter_lari	00.3	pypolca-careful+Polypolish-careful	18
ATCC_35221_Campylobacter_lari	00.3	pypolca+Polypolish-careful	19
ATCC_35221_Campylobacter_lari	00.3	pypolca-careful+Polypolish	18
ATCC_35897_Listeria_welshimeri	00.3	Polypolish	1
ATCC_35897_Listeria_welshimeri	00.3	Polypolish-careful	1
ATCC_35897_Listeria_welshimeri	00.3	pypolca	5
ATCC_35897_Listeria_welshimeri	00.3	pypolca-careful	1
ATCC_35897_Listeria_welshimeri	00.3	HyPo	3
ATCC_35897_Listeria_welshimeri	00.3	FMLRC2	1
ATCC_35897_Listeria_welshimeri	00.3	NextPolish	1979
ATCC_35897_Listeria_welshimeri	00.3	Polypolish+pypolca	5
ATCC_35897_Listeria_welshimeri	00.3	Polypolish-careful+pypolca-careful	1
ATCC_35897_Listeria_welshimeri	00.3	Polypolish-careful+pypolca	5
