"","genome","depth","Polypolish","Polypolish-careful","pypolca","pypolca-careful","HyPo","FMLRC2","NextPolish","Pilon","Polypolish+pypolca","Polypolish-careful+pypolca-careful","Polypolish-careful+pypolca","Polypolish+pypolca-careful","pypolca+Polypolish","pypolca-careful+Polypolish-careful","pypolca+Polypolish-careful","pypolca-careful+Polypolish","Hapo-G","before_polish","Polypolish_overall_decreased_accuracy","Polypolish-careful_overall_decreased_accuracy","pypolca_overall_decreased_accuracy","pypolca-careful_overall_decreased_accuracy","HyPo_overall_decreased_accuracy","FMLRC2_overall_decreased_accuracy","NextPolish_overall_decreased_accuracy","Pilon_overall_decreased_accuracy","Hapo-G_overall_decreased_accuracy","Polypolish+pypolca_overall_decreased_accuracy","Polypolish-careful+pypolca-careful_overall_decreased_accuracy","Polypolish-careful+pypolca_overall_decreased_accuracy","Polypolish+pypolca-careful_overall_decreased_accuracy","pypolca+Polypolish_overall_decreased_accuracy","pypolca-careful+Polypolish-careful_overall_decreased_accuracy","pypolca-careful+Polypolish_overall_decreased_accuracy","pypolca+Polypolish-careful_overall_decreased_accuracy"
"1899","ATCC_BAA-679_Listeria_monocytogenes",21.1,0,0,1,0,6,25,1,0,1,0,1,0,1,0,1,0,14,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"1900","ATCC_10708_Salmonella_enterica",21.2,1,1,4,1,16,58,13,2,4,1,4,1,4,1,4,1,19,3,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"1901","ATCC_14035_Vibrio_cholerae",21.2,0,0,1,0,2,27,4,0,1,0,1,0,1,0,1,0,17,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1902","ATCC_17802_Vibrio_parahaemolyticus",21.2,2,2,0,0,17,60,19,1,0,0,0,0,0,0,0,0,17,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1903","ATCC_19119_Listeria_ivanovii",21.2,5,5,1,1,8,27,10,0,1,1,1,1,1,1,1,1,8,5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1904","ATCC_25922_Escherichia_coli",21.2,1,1,1,0,23,109,12,1,1,0,1,0,1,0,1,0,29,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1905","ATCC_33560_Campylobacter_jejuni",21.2,2,2,1,0,6,29,4,0,1,0,1,0,1,0,1,0,3,5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1906","ATCC_35221_Campylobacter_lari",21.2,4,4,1,2,1,15,1,4,1,2,1,2,1,2,1,2,5,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1907","ATCC_35897_Listeria_welshimeri",21.2,0,0,0,0,2,28,0,1,0,0,0,0,0,0,0,0,11,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1908","ATCC_BAA-679_Listeria_monocytogenes",21.2,0,0,1,0,6,7,3,1,1,0,1,0,1,0,1,0,9,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"1909","ATCC_10708_Salmonella_enterica",21.3,1,1,1,1,23,21,7,3,1,1,1,1,1,1,1,1,24,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1910","ATCC_14035_Vibrio_cholerae",21.3,0,0,1,0,5,35,0,2,1,0,1,0,1,0,1,0,16,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1911","ATCC_17802_Vibrio_parahaemolyticus",21.3,0,0,0,0,11,31,4,5,0,0,0,0,0,0,0,0,29,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1912","ATCC_19119_Listeria_ivanovii",21.3,3,3,4,3,12,29,19,3,4,3,4,3,4,3,4,3,18,5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1913","ATCC_25922_Escherichia_coli",21.3,0,0,1,0,15,106,8,218,1,0,1,0,1,0,1,0,16,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1914","ATCC_33560_Campylobacter_jejuni",21.3,2,2,1,0,2,31,5,0,1,0,1,0,1,0,1,0,6,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1915","ATCC_35221_Campylobacter_lari",21.3,3,4,0,3,1,33,0,3,0,3,0,3,0,3,0,3,4,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1916","ATCC_35897_Listeria_welshimeri",21.3,0,0,0,0,4,5,3,1,0,0,0,0,0,0,0,0,15,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1917","ATCC_BAA-679_Listeria_monocytogenes",21.3,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,0,11,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1918","ATCC_10708_Salmonella_enterica",21.4,2,2,2,1,15,90,5,4,2,1,2,1,2,1,2,1,23,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1919","ATCC_14035_Vibrio_cholerae",21.4,0,0,1,0,9,48,4,3,1,0,1,0,1,0,1,0,19,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1920","ATCC_17802_Vibrio_parahaemolyticus",21.4,0,0,0,0,13,29,7,4,0,0,0,0,0,0,0,0,21,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1921","ATCC_19119_Listeria_ivanovii",21.4,4,4,0,0,12,17,17,77,0,0,0,0,0,0,0,0,21,5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1922","ATCC_25922_Escherichia_coli",21.4,0,0,0,0,11,67,8,194,0,0,0,0,0,0,0,0,20,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1923","ATCC_33560_Campylobacter_jejuni",21.4,0,0,1,0,9,21,4,0,1,0,1,0,1,0,1,0,3,5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1924","ATCC_35221_Campylobacter_lari",21.4,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,2,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1925","ATCC_35897_Listeria_welshimeri",21.4,0,0,0,0,3,50,1,0,0,0,0,0,0,0,0,0,10,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1926","ATCC_BAA-679_Listeria_monocytogenes",21.4,0,0,1,0,6,0,2,0,1,0,1,0,1,0,1,0,13,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"1927","ATCC_10708_Salmonella_enterica",21.5,1,1,3,1,11,61,10,6,3,1,3,1,3,1,3,1,22,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1928","ATCC_14035_Vibrio_cholerae",21.5,0,0,0,0,7,40,6,2,0,0,0,0,0,0,0,0,9,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1929","ATCC_17802_Vibrio_parahaemolyticus",21.5,0,0,1,0,14,20,9,0,1,0,1,0,1,0,1,0,16,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1930","ATCC_19119_Listeria_ivanovii",21.5,1,1,0,0,12,39,4,4,0,0,0,0,0,0,0,0,9,5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1931","ATCC_25922_Escherichia_coli",21.5,1,1,0,0,28,103,5,387,0,0,0,0,0,0,0,0,21,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1932","ATCC_33560_Campylobacter_jejuni",21.5,2,2,0,0,7,12,2,2,0,0,0,0,0,0,0,0,4,5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1933","ATCC_35221_Campylobacter_lari",21.5,4,4,0,4,6,8,0,0,0,4,0,4,0,4,0,4,6,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1934","ATCC_35897_Listeria_welshimeri",21.5,0,0,0,0,5,7,1,0,0,0,0,0,0,0,0,0,9,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1935","ATCC_BAA-679_Listeria_monocytogenes",21.5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1936","ATCC_10708_Salmonella_enterica",21.6,1,1,1,1,20,58,14,5,1,1,1,1,1,1,1,1,20,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1937","ATCC_14035_Vibrio_cholerae",21.6,0,0,0,0,9,58,4,0,0,0,0,0,0,0,0,0,14,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1938","ATCC_17802_Vibrio_parahaemolyticus",21.6,0,0,1,0,8,86,24,2,1,0,1,0,1,0,1,0,13,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1939","ATCC_19119_Listeria_ivanovii",21.6,3,3,1,0,11,53,12,0,1,0,1,0,1,0,1,0,9,5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1940","ATCC_25922_Escherichia_coli",21.6,0,0,1,0,21,61,5,113,1,0,1,0,1,0,1,0,25,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1941","ATCC_33560_Campylobacter_jejuni",21.6,2,2,1,0,4,28,5,0,1,0,1,0,1,0,1,0,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1942","ATCC_35221_Campylobacter_lari",21.6,3,4,1,3,4,2,3,5,1,3,1,3,1,3,1,3,8,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1943","ATCC_35897_Listeria_welshimeri",21.6,1,1,0,0,3,10,1,151,0,0,0,0,0,0,0,0,14,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1944","ATCC_BAA-679_Listeria_monocytogenes",21.6,0,0,0,0,12,0,5,0,0,0,0,0,0,0,0,0,8,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1945","ATCC_10708_Salmonella_enterica",21.7,1,1,3,1,25,53,14,40,3,1,3,1,3,1,3,1,25,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1946","ATCC_14035_Vibrio_cholerae",21.7,0,0,0,0,5,23,0,3,0,0,0,0,0,0,0,0,17,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1947","ATCC_17802_Vibrio_parahaemolyticus",21.7,0,0,0,0,9,38,1,0,0,0,0,0,0,0,0,0,21,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1948","ATCC_19119_Listeria_ivanovii",21.7,3,3,4,3,12,30,11,0,4,3,4,3,4,3,4,3,15,5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1949","ATCC_25922_Escherichia_coli",21.7,0,0,2,1,13,58,8,221,2,1,2,1,2,1,2,1,30,1,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"1950","ATCC_33560_Campylobacter_jejuni",21.7,0,0,0,0,7,50,2,1,0,0,0,0,0,0,0,0,2,5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1951","ATCC_35221_Campylobacter_lari",21.7,4,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1952","ATCC_35897_Listeria_welshimeri",21.7,0,0,0,0,4,40,1,0,0,0,0,0,0,0,0,0,12,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1953","ATCC_BAA-679_Listeria_monocytogenes",21.7,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1954","ATCC_10708_Salmonella_enterica",21.8,1,1,2,1,18,66,14,5,2,1,2,1,2,1,2,1,25,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1955","ATCC_14035_Vibrio_cholerae",21.8,0,0,0,0,10,51,0,210,0,0,0,0,0,0,0,0,19,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1956","ATCC_17802_Vibrio_parahaemolyticus",21.8,0,0,0,0,18,21,5,11,0,0,0,0,0,0,0,0,16,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1957","ATCC_19119_Listeria_ivanovii",21.8,3,3,0,0,4,19,9,3,0,0,0,0,0,0,0,0,12,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1958","ATCC_25922_Escherichia_coli",21.8,0,0,0,0,14,40,5,328,0,0,0,0,0,0,0,0,15,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1959","ATCC_33560_Campylobacter_jejuni",21.8,0,0,1,0,1,45,2,0,1,0,1,0,1,0,1,0,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1960","ATCC_35221_Campylobacter_lari",21.8,4,4,2,1,2,19,1,2,2,1,2,1,2,1,2,1,3,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1961","ATCC_35897_Listeria_welshimeri",21.8,1,1,1,0,1,20,1,152,1,0,1,0,1,0,1,0,8,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1962","ATCC_BAA-679_Listeria_monocytogenes",21.8,0,0,0,0,7,16,0,0,0,0,0,0,0,0,0,0,11,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1963","ATCC_10708_Salmonella_enterica",21.9,1,1,2,1,18,44,11,4,2,1,2,1,2,1,2,1,30,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1964","ATCC_14035_Vibrio_cholerae",21.9,0,0,0,0,8,9,4,1,0,0,0,0,0,0,0,0,13,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1965","ATCC_17802_Vibrio_parahaemolyticus",21.9,1,1,0,0,9,34,8,0,0,0,0,0,0,0,0,0,20,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1966","ATCC_19119_Listeria_ivanovii",21.9,4,4,2,0,8,91,5,0,2,0,2,0,2,0,2,0,9,5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1967","ATCC_25922_Escherichia_coli",21.9,1,1,1,0,17,122,10,224,1,0,1,0,1,0,1,0,22,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1968","ATCC_33560_Campylobacter_jejuni",21.9,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,6,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1969","ATCC_35221_Campylobacter_lari",21.9,4,4,1,1,1,7,1,0,1,1,1,1,1,1,1,1,2,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1970","ATCC_35897_Listeria_welshimeri",21.9,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,9,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1971","ATCC_BAA-679_Listeria_monocytogenes",21.9,0,0,1,0,3,26,0,0,1,0,1,0,1,0,1,0,7,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"1972","ATCC_10708_Salmonella_enterica",22,2,2,1,1,12,48,15,2,1,1,1,1,1,1,1,1,31,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1973","ATCC_14035_Vibrio_cholerae",22,0,0,0,0,5,64,4,0,0,0,0,0,0,0,0,0,17,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1974","ATCC_17802_Vibrio_parahaemolyticus",22,0,0,0,0,15,15,6,0,0,0,0,0,0,0,0,0,16,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1975","ATCC_19119_Listeria_ivanovii",22,0,0,2,0,5,58,9,420,2,0,2,0,2,0,2,0,9,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1976","ATCC_25922_Escherichia_coli",22,1,1,1,0,23,45,8,3,1,0,1,0,1,0,1,0,19,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1977","ATCC_33560_Campylobacter_jejuni",22,0,0,0,0,3,7,3,2,0,0,0,0,0,0,0,0,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1978","ATCC_35221_Campylobacter_lari",22,4,4,1,1,2,2,1,3,1,1,1,1,1,1,1,1,2,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1979","ATCC_35897_Listeria_welshimeri",22,0,0,0,0,2,27,4,0,0,0,0,0,0,0,0,0,8,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1980","ATCC_BAA-679_Listeria_monocytogenes",22,0,0,0,0,11,3,1,0,0,0,0,0,0,0,0,0,14,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1981","ATCC_10708_Salmonella_enterica",22.1,1,1,3,1,11,35,5,9,3,1,3,1,3,1,3,1,21,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1982","ATCC_14035_Vibrio_cholerae",22.1,0,0,0,0,4,20,0,4,0,0,0,0,0,0,0,0,19,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1983","ATCC_17802_Vibrio_parahaemolyticus",22.1,0,0,3,0,14,35,8,0,3,0,3,0,3,0,3,0,23,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"1984","ATCC_19119_Listeria_ivanovii",22.1,4,4,2,4,8,38,16,1,2,4,2,4,2,4,2,4,19,5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1985","ATCC_25922_Escherichia_coli",22.1,1,1,1,1,15,39,6,102,1,1,1,1,1,1,1,1,23,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1986","ATCC_33560_Campylobacter_jejuni",22.1,0,0,1,0,3,14,0,1,1,0,1,0,1,0,1,0,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1987","ATCC_35221_Campylobacter_lari",22.1,3,4,1,1,2,17,1,7,1,1,1,1,1,1,1,1,4,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1988","ATCC_35897_Listeria_welshimeri",22.1,0,0,0,0,6,0,2,216,0,0,0,0,0,0,0,0,13,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
