"","genome","depth","Polypolish","Polypolish-careful","pypolca","pypolca-careful","HyPo","FMLRC2","NextPolish","Pilon","Polypolish+pypolca","Polypolish-careful+pypolca-careful","Polypolish-careful+pypolca","Polypolish+pypolca-careful","pypolca+Polypolish","pypolca-careful+Polypolish-careful","pypolca+Polypolish-careful","pypolca-careful+Polypolish","Hapo-G","before_polish","Polypolish_overall_decreased_accuracy","Polypolish-careful_overall_decreased_accuracy","pypolca_overall_decreased_accuracy","pypolca-careful_overall_decreased_accuracy","HyPo_overall_decreased_accuracy","FMLRC2_overall_decreased_accuracy","NextPolish_overall_decreased_accuracy","Pilon_overall_decreased_accuracy","Hapo-G_overall_decreased_accuracy","Polypolish+pypolca_overall_decreased_accuracy","Polypolish-careful+pypolca-careful_overall_decreased_accuracy","Polypolish-careful+pypolca_overall_decreased_accuracy","Polypolish+pypolca-careful_overall_decreased_accuracy","pypolca+Polypolish_overall_decreased_accuracy","pypolca-careful+Polypolish-careful_overall_decreased_accuracy","pypolca-careful+Polypolish_overall_decreased_accuracy","pypolca+Polypolish-careful_overall_decreased_accuracy"
"556","ATCC_35221_Campylobacter_lari",6.2,6,6,17,5,50,1956,499,12,17,5,17,5,17,5,17,5,15,18,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"557","ATCC_35897_Listeria_welshimeri",6.2,1,1,57,0,104,1623,1221,4,57,0,57,0,57,0,57,0,18,1,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"558","ATCC_BAA-679_Listeria_monocytogenes",6.2,0,0,62,0,144,939,1446,1,62,0,62,0,62,0,62,0,33,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"559","ATCC_10708_Salmonella_enterica",6.3,4,3,140,2,258,3014,2459,8,141,2,140,3,140,2,140,3,25,3,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"560","ATCC_14035_Vibrio_cholerae",6.3,0,0,93,0,182,2841,1917,7009,93,0,93,0,93,0,93,0,45,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"561","ATCC_17802_Vibrio_parahaemolyticus",6.3,2,2,73,1,222,2432,2387,581,73,1,73,1,73,1,73,1,33,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"562","ATCC_19119_Listeria_ivanovii",6.3,5,5,46,5,121,1035,1084,2,46,5,46,5,46,5,46,5,14,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"563","ATCC_25922_Escherichia_coli",6.3,4,1,101,0,231,5011,2611,460,104,0,101,3,104,0,101,3,30,1,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"564","ATCC_33560_Campylobacter_jejuni",6.3,4,2,34,3,64,1776,730,7,36,3,34,5,36,3,34,5,12,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"565","ATCC_35221_Campylobacter_lari",6.3,8,8,26,7,64,1611,542,14,26,7,26,7,26,7,26,7,13,18,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"566","ATCC_35897_Listeria_welshimeri",6.3,1,1,66,1,90,998,1222,6,66,1,66,1,66,1,66,1,14,1,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"567","ATCC_BAA-679_Listeria_monocytogenes",6.3,0,0,56,0,145,1199,1372,1,56,0,56,0,56,0,56,0,13,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"568","ATCC_10708_Salmonella_enterica",6.4,4,2,108,2,278,3573,2229,16,110,2,108,4,110,2,108,4,41,3,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"569","ATCC_14035_Vibrio_cholerae",6.4,1,1,79,1,168,3457,1759,1733,79,1,79,1,79,1,79,1,21,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"570","ATCC_17802_Vibrio_parahaemolyticus",6.4,0,0,96,0,251,2878,2314,4,96,0,96,0,96,0,96,0,36,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"571","ATCC_19119_Listeria_ivanovii",6.4,4,4,41,4,147,1277,1099,4,41,4,41,4,41,4,41,4,21,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"572","ATCC_25922_Escherichia_coli",6.4,2,1,140,1,249,4363,2590,7,141,1,140,2,141,1,140,2,37,1,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"573","ATCC_33560_Campylobacter_jejuni",6.4,3,1,31,1,52,2284,613,8,33,1,31,3,33,1,31,3,14,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"574","ATCC_35221_Campylobacter_lari",6.4,7,7,19,1,60,1304,530,10,19,1,19,1,19,1,19,1,17,18,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"575","ATCC_35897_Listeria_welshimeri",6.4,1,1,45,0,109,1393,1249,497,45,0,45,0,45,0,45,0,17,1,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"576","ATCC_BAA-679_Listeria_monocytogenes",6.4,0,0,74,0,151,970,1438,0,74,0,74,0,74,0,74,0,20,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"577","ATCC_10708_Salmonella_enterica",6.5,3,3,107,1,213,3045,2267,4,107,1,107,1,107,1,107,1,45,3,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"578","ATCC_14035_Vibrio_cholerae",6.5,3,2,76,2,174,3022,1917,430,77,2,76,3,77,2,76,3,30,2,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"579","ATCC_17802_Vibrio_parahaemolyticus",6.5,2,2,88,2,219,2942,2201,584,88,2,88,2,88,2,88,2,35,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"580","ATCC_19119_Listeria_ivanovii",6.5,4,4,47,4,149,1153,1063,5,47,4,47,4,47,4,47,4,24,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"581","ATCC_25922_Escherichia_coli",6.5,3,1,118,1,220,4485,2483,11,120,1,118,3,120,1,118,3,25,1,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"582","ATCC_33560_Campylobacter_jejuni",6.5,2,2,23,2,71,1980,520,1866,23,2,23,2,23,2,23,2,7,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"583","ATCC_35221_Campylobacter_lari",6.5,5,5,12,5,54,1347,423,7,12,5,12,5,12,5,12,5,14,18,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"584","ATCC_35897_Listeria_welshimeri",6.5,1,1,67,2,101,1606,1124,4,67,2,67,2,67,2,67,2,25,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"585","ATCC_BAA-679_Listeria_monocytogenes",6.5,0,0,82,0,124,1115,1276,2,82,0,82,0,82,0,82,0,20,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"586","ATCC_10708_Salmonella_enterica",6.6,2,2,122,2,240,2793,2165,13,122,2,122,2,122,2,122,2,51,3,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"587","ATCC_14035_Vibrio_cholerae",6.6,1,1,64,0,198,3251,1752,2159,64,0,64,0,64,0,64,0,23,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"588","ATCC_17802_Vibrio_parahaemolyticus",6.6,1,1,97,1,230,2887,2022,7,97,1,97,1,97,1,97,1,32,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"589","ATCC_19119_Listeria_ivanovii",6.6,4,4,29,4,125,946,1043,3,28,4,28,4,29,4,29,4,16,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"590","ATCC_25922_Escherichia_coli",6.6,9,1,97,4,224,4514,2359,10,105,4,97,12,105,4,97,12,26,1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"591","ATCC_33560_Campylobacter_jejuni",6.6,3,3,28,3,58,1790,569,1493,28,3,28,3,28,3,28,3,15,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"592","ATCC_35221_Campylobacter_lari",6.6,10,10,26,6,61,1406,424,9,26,6,26,6,26,6,26,6,13,18,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"593","ATCC_35897_Listeria_welshimeri",6.6,1,1,63,1,106,1181,965,210,63,1,63,1,63,1,63,1,22,1,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"594","ATCC_BAA-679_Listeria_monocytogenes",6.6,0,0,64,0,114,1231,1166,2,64,0,64,0,64,0,64,0,15,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"595","ATCC_10708_Salmonella_enterica",6.7,5,3,89,2,236,2920,1930,9,91,2,89,4,91,2,89,4,43,3,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"596","ATCC_14035_Vibrio_cholerae",6.7,2,1,64,1,154,3150,1543,13,65,1,64,2,65,1,64,2,26,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"597","ATCC_17802_Vibrio_parahaemolyticus",6.7,4,2,85,2,228,2893,1844,7,87,2,85,4,87,2,85,4,33,2,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"598","ATCC_19119_Listeria_ivanovii",6.7,3,3,47,3,115,1423,1086,3,47,3,47,3,47,3,47,3,24,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"599","ATCC_25922_Escherichia_coli",6.7,2,1,137,2,259,4375,2249,5,138,2,137,3,138,2,137,3,31,1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"600","ATCC_33560_Campylobacter_jejuni",6.7,4,4,19,3,70,1795,543,5,19,3,19,3,19,3,19,3,13,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"601","ATCC_35221_Campylobacter_lari",6.7,6,6,23,5,78,1367,426,15,23,5,23,5,23,5,23,5,11,18,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"602","ATCC_35897_Listeria_welshimeri",6.7,2,1,41,1,105,1179,957,1,42,1,41,2,42,1,41,2,24,1,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"603","ATCC_BAA-679_Listeria_monocytogenes",6.7,0,0,64,0,131,1060,1049,3,64,0,64,0,64,0,64,0,24,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"604","ATCC_10708_Salmonella_enterica",6.8,1,1,108,1,259,2879,2032,15,108,1,108,1,108,1,108,1,48,3,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"605","ATCC_14035_Vibrio_cholerae",6.8,0,0,85,0,151,2517,1581,13,85,0,85,0,85,0,85,0,29,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"606","ATCC_17802_Vibrio_parahaemolyticus",6.8,3,2,81,1,216,3204,1933,10,82,1,81,2,82,1,81,2,40,2,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"607","ATCC_19119_Listeria_ivanovii",6.8,4,4,65,3,119,1173,988,4,65,3,65,3,65,3,65,3,20,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"608","ATCC_25922_Escherichia_coli",6.8,2,1,94,1,257,4396,2159,20,95,1,94,2,95,1,94,2,33,1,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"609","ATCC_33560_Campylobacter_jejuni",6.8,2,2,25,2,66,1818,537,2,25,2,25,2,25,2,25,2,8,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"610","ATCC_35221_Campylobacter_lari",6.8,11,11,19,7,41,1397,436,17,19,7,19,7,19,7,19,7,16,18,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"611","ATCC_35897_Listeria_welshimeri",6.8,1,1,54,1,117,1020,923,3,54,1,54,1,54,1,54,1,21,1,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"612","ATCC_BAA-679_Listeria_monocytogenes",6.8,0,0,58,0,127,897,1230,3,58,0,58,0,58,0,58,0,20,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"613","ATCC_10708_Salmonella_enterica",6.9,3,3,80,2,253,3387,1986,11,80,2,80,2,80,2,80,2,42,3,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"614","ATCC_14035_Vibrio_cholerae",6.9,1,1,65,0,156,3168,1413,7,65,0,65,0,65,0,65,0,29,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"615","ATCC_17802_Vibrio_parahaemolyticus",6.9,1,1,95,0,269,3207,1870,1038,95,0,95,0,95,0,95,0,24,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"616","ATCC_19119_Listeria_ivanovii",6.9,4,4,47,3,141,1233,927,6,47,3,47,3,47,3,47,3,21,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"617","ATCC_25922_Escherichia_coli",6.9,1,0,125,1,266,4219,2229,6,126,1,125,2,126,1,125,2,31,1,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"618","ATCC_33560_Campylobacter_jejuni",6.9,2,2,15,2,42,2203,517,9,15,2,15,2,15,2,15,2,9,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"619","ATCC_35221_Campylobacter_lari",6.9,6,6,13,2,30,1389,370,9,13,2,13,2,13,2,13,2,18,18,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"620","ATCC_35897_Listeria_welshimeri",6.9,1,1,56,1,100,1208,934,3,56,1,56,1,56,1,56,1,15,1,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"621","ATCC_BAA-679_Listeria_monocytogenes",6.9,0,0,63,0,106,1419,1055,0,63,0,63,0,63,0,63,0,13,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"622","ATCC_10708_Salmonella_enterica",7,2,2,80,2,201,2996,1821,3,80,2,80,2,80,2,80,2,40,3,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"623","ATCC_14035_Vibrio_cholerae",7,0,0,49,0,141,2802,1404,15,49,0,49,0,49,0,49,0,33,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"624","ATCC_17802_Vibrio_parahaemolyticus",7,3,1,96,1,213,2649,1772,7,98,1,96,3,98,1,96,3,43,2,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"625","ATCC_19119_Listeria_ivanovii",7,5,5,50,5,138,1257,887,8,50,5,50,5,50,5,50,5,22,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"626","ATCC_25922_Escherichia_coli",7,1,1,94,1,265,4491,2013,7,94,1,94,1,94,1,94,1,36,1,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"627","ATCC_33560_Campylobacter_jejuni",7,3,3,20,2,34,2047,414,3,20,2,20,2,20,2,20,2,8,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"628","ATCC_35221_Campylobacter_lari",7,8,8,19,7,45,1260,397,11,19,7,19,7,19,7,19,7,16,18,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"629","ATCC_35897_Listeria_welshimeri",7,0,0,54,0,93,1263,938,2,54,0,54,0,54,0,54,0,13,1,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"630","ATCC_BAA-679_Listeria_monocytogenes",7,0,0,87,0,146,983,1188,286,87,0,87,0,87,0,87,0,27,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"631","ATCC_10708_Salmonella_enterica",7.1,1,1,87,1,302,2890,1884,11,87,1,87,1,87,1,87,1,32,3,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"632","ATCC_14035_Vibrio_cholerae",7.1,1,1,51,1,134,3194,1268,12,51,1,51,1,51,1,51,1,28,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"633","ATCC_17802_Vibrio_parahaemolyticus",7.1,2,2,87,2,217,2904,1691,590,87,2,87,2,87,2,87,2,31,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"634","ATCC_19119_Listeria_ivanovii",7.1,5,5,30,3,117,1069,902,4,30,3,30,3,30,3,30,3,15,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"635","ATCC_25922_Escherichia_coli",7.1,7,1,123,1,245,4142,1977,12,129,1,123,7,129,1,123,7,26,1,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"636","ATCC_33560_Campylobacter_jejuni",7.1,1,1,21,0,61,1736,450,3,21,0,21,0,21,0,21,0,8,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"637","ATCC_35221_Campylobacter_lari",7.1,9,9,19,7,44,1786,334,119,19,7,19,7,19,7,19,7,15,18,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"638","ATCC_35897_Listeria_welshimeri",7.1,1,1,53,1,81,1277,854,4,53,1,53,1,53,1,53,1,22,1,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"639","ATCC_BAA-679_Listeria_monocytogenes",7.1,1,0,100,0,137,806,1061,150,101,0,100,1,101,0,100,1,23,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"640","ATCC_10708_Salmonella_enterica",7.2,2,2,114,2,234,2794,1891,8,114,2,114,2,114,2,114,2,50,3,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"641","ATCC_14035_Vibrio_cholerae",7.2,1,1,62,1,138,2956,1273,14,62,1,62,1,62,1,62,1,36,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"642","ATCC_17802_Vibrio_parahaemolyticus",7.2,1,1,70,1,171,3263,1603,20,70,1,70,1,70,1,70,1,49,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"643","ATCC_19119_Listeria_ivanovii",7.2,3,3,54,0,102,1150,914,2,54,0,54,0,54,0,54,0,19,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"644","ATCC_25922_Escherichia_coli",7.2,2,1,100,1,207,3957,1901,10,101,1,100,2,101,1,100,2,37,1,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"645","ATCC_33560_Campylobacter_jejuni",7.2,1,0,27,0,43,1731,468,4,28,0,27,1,28,0,27,1,6,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
